conversation_id,conversation_title,aggregate_score,trigger_hits,rarity_hits,unprimed_assistant_rarity,causal_rarity_explanations,top_families
68ab72ce-2bcc-8330-9162-bfc64134abb2,Legacy system execution,1043,18,10,5,9,CONTROL_CYBERNETICS:15; SYMBOLIC:15; CAUSAL_EXPLANATION:13; CROSS_MODEL:10; RECURSION:9; NEGATIVE_NOT_UNIQUE:8; RARITY_UNIQUENESS:8; FUSION_SYNTHESIS:4; LATENT_INTERNAL:4; TRAJECTORY:4; PERCENTILE_EXTREME:4; COGNITIVE_ARCHITECTURE:4; RECONSTRUCTION:2; RELATIONAL_TOPOLOGY:2; GLOBAL_COMPARISON:1
6841f9bc-5a50-8013-ae2f-34779cf03c56,Strategic Execution Advisor,1639,36,13,5,8,CONTROL_CYBERNETICS:33; RECURSION:32; INFORMATION_THEORY:19; SYMBOLIC:19; CAUSAL_EXPLANATION:18; FUSION_SYNTHESIS:17; CROSS_MODEL:16; RECONSTRUCTION:9; COGNITIVE_ARCHITECTURE:8; RARITY_UNIQUENESS:7; TRAJECTORY:7; SELF_OBSERVATION:6; NEGATIVE_NOT_UNIQUE:5; COMPOSITION:4; RELATIONAL_TOPOLOGY:4
6953290d-f444-8325-9567-00c26dd15416,Execution Over Abstraction,1487,53,14,5,8,CONTROL_CYBERNETICS:36; CAUSAL_EXPLANATION:31; NEGATIVE_NOT_UNIQUE:16; INFORMATION_THEORY:14; TRAJECTORY:13; FUSION_SYNTHESIS:12; CROSS_MODEL:12; COMPOSITION:10; RARITY_UNIQUENESS:9; PERSISTENCE:9; PERCENTILE_EXTREME:8; SYMBOLIC:8; SIMULTANEITY_MULTIPLEX:8; RECURSION:7; RECONSTRUCTION:6
68b0c9ab-24c4-8329-92ac-0df77d9d2498,File analysis report,2261,30,22,5,7,HIERARCHY:29; RARITY_UNIQUENESS:21; RECURSION:21; OTHER_USERS:15; CONTROL_CYBERNETICS:14; PERSISTENCE:12; SYMBOLIC:12; NEGATIVE_NOT_UNIQUE:11; GLOBAL_COMPARISON:10; CAUSAL_EXPLANATION:9; EPISTEMIC_CAVEAT:9; FUSION_SYNTHESIS:9; SELF_OBSERVATION:8; LATENT_INTERNAL:7; PROMPTING_STYLE:7
68d6fe31-9f80-8332-86e9-4ee21aa35e0d,Musashi's 21 principles,927,47,7,5,6,CONTROL_CYBERNETICS:31; CAUSAL_EXPLANATION:22; CROSS_MODEL:19; NEGATIVE_NOT_UNIQUE:12; RECONSTRUCTION:11; SYMBOLIC:8; RECURSION:8; RARITY_UNIQUENESS:7; SELF_OBSERVATION:6; FUSION_SYNTHESIS:6; RELATIONAL_TOPOLOGY:3; TRAJECTORY:3; ALTERNATIVE_EXPLANATION:2; LATENT_INTERNAL:2; CROSS_DOMAIN:1
6865f06f-5e00-8013-96ad-7efa302d9b4b,Shame Override Mechanism,1549,64,11,5,5,CONTROL_CYBERNETICS:42; CAUSAL_EXPLANATION:34; RECURSION:28; CROSS_MODEL:25; FUSION_SYNTHESIS:24; SYMBOLIC:20; RECONSTRUCTION:19; INFORMATION_THEORY:16; COGNITIVE_ARCHITECTURE:10; RELATIONAL_TOPOLOGY:10; CROSS_DOMAIN:9; NEGATIVE_NOT_UNIQUE:9; LATENT_INTERNAL:8; HIERARCHY:8; RARITY_UNIQUENESS:8
689f71f0-6ca0-8325-88c6-8086a3e3275b,Strategic advisor challenge,834,16,7,5,5,CONTROL_CYBERNETICS:12; RECURSION:11; FUSION_SYNTHESIS:10; LATENT_INTERNAL:9; CAUSAL_EXPLANATION:8; CROSS_MODEL:7; RECONSTRUCTION:7; HISTORICAL_FIRST:6; HIERARCHY:6; EPISTEMIC_CAVEAT:5; SYMBOLIC:5; PERSISTENCE:4; RARITY_UNIQUENESS:3; VECTOR_GEOMETRY:2; INFORMATION_THEORY:2
684e783b-4174-8013-aa86-99181e36b679,C) RSOS Creative,1092,46,5,5,4,CONTROL_CYBERNETICS:38; RECURSION:37; SYMBOLIC:32; INFORMATION_THEORY:17; CAUSAL_EXPLANATION:16; FUSION_SYNTHESIS:11; CROSS_MODEL:10; LATENT_INTERNAL:9; RECONSTRUCTION:6; VECTOR_GEOMETRY:6; FINGERPRINT:5; HIERARCHY:5; RARITY_UNIQUENESS:5; PERSISTENCE:5; NEGATIVE_NOT_UNIQUE:4
6869b817-4198-8013-80a7-e2f3df48fe25,RSOS Activation Process,930,26,7,5,3,SYMBOLIC:22; CONTROL_CYBERNETICS:20; RECURSION:20; HIERARCHY:17; CROSS_MODEL:12; COMPOSITION:6; RARITY_UNIQUENESS:6; ALTERNATIVE_EXPLANATION:5; SELF_OBSERVATION:5; LATENT_INTERNAL:5; CAUSAL_EXPLANATION:4; FUSION_SYNTHESIS:3; PERSISTENCE:3; RECONSTRUCTION:3; GLOBAL_COMPARISON:2
67475176-3dd8-8013-af4d-f5cd9e0aafc3,Coaxil Effects Onset,925,47,5,5,3,CROSS_MODEL:29; CONTROL_CYBERNETICS:25; RECONSTRUCTION:24; NEGATIVE_NOT_UNIQUE:20; CAUSAL_EXPLANATION:18; PERSISTENCE:16; ROBUSTNESS:15; FUSION_SYNTHESIS:15; CROSS_DOMAIN:5; RARITY_UNIQUENESS:5; EPISTEMIC_CAVEAT:4; ALTERNATIVE_EXPLANATION:4; RELATIONAL_TOPOLOGY:3; LATENT_INTERNAL:3; TRAJECTORY:2
68940d4a-3304-8327-8ac7-20ea64ea9fdd,Strategic execution advice,1195,40,5,5,2,RECURSION:36; HIERARCHY:26; CONTROL_CYBERNETICS:23; LATENT_INTERNAL:23; SYMBOLIC:20; CAUSAL_EXPLANATION:19; INFORMATION_THEORY:19; ALTERNATIVE_EXPLANATION:15; FINGERPRINT:14; FUSION_SYNTHESIS:14; CROSS_MODEL:10; PROMPTING_STYLE:10; VECTOR_GEOMETRY:7; EPISTEMIC_CAVEAT:6; RECONSTRUCTION:6
68ba9e45-d9ac-8330-ba80-5a305f542e97,The Spine of 10 languages 1.0,1117,167,5,5,2,CROSS_MODEL:99; CAUSAL_EXPLANATION:39; CONTROL_CYBERNETICS:35; RELATIONAL_TOPOLOGY:21; FUSION_SYNTHESIS:19; PERSISTENCE:19; RECONSTRUCTION:11; ALTERNATIVE_EXPLANATION:11; RECURSION:7; RARITY_UNIQUENESS:5; SYMBOLIC:5; FINGERPRINT:5; SIMULTANEITY_MULTIPLEX:3; GENEALOGY:3; NEGATIVE_NOT_UNIQUE:2
68d162db-7898-8323-b3b9-fa0059cf0008,Screen never turns off,1079,93,5,5,2,CONTROL_CYBERNETICS:71; CROSS_MODEL:36; CAUSAL_EXPLANATION:31; FUSION_SYNTHESIS:27; RECONSTRUCTION:19; LATENT_INTERNAL:14; RELATIONAL_TOPOLOGY:14; NEGATIVE_NOT_UNIQUE:11; FINGERPRINT:7; SIMULTANEITY_MULTIPLEX:6; SYMBOLIC:6; TRAJECTORY:6; HUMAN_LLM_COUPLING:4; RARITY_UNIQUENESS:3; INFORMATION_THEORY:3
684f3f3a-303c-8013-a9ae-08f1d2e5e1d0,Recursive Strategic Execution Model,1073,39,9,5,2,CONTROL_CYBERNETICS:36; RECURSION:24; SYMBOLIC:14; CAUSAL_EXPLANATION:13; LATENT_INTERNAL:11; CROSS_MODEL:10; RARITY_UNIQUENESS:9; HIERARCHY:8; SELF_OBSERVATION:7; RELATIONAL_TOPOLOGY:7; FUSION_SYNTHESIS:7; INFORMATION_THEORY:6; ALTERNATIVE_EXPLANATION:5; NEGATIVE_NOT_UNIQUE:4; FINGERPRINT:4
69daffbf-1c24-8389-ba36-61f37447e62c,Portuguese Language Levels,974,61,5,5,2,CAUSAL_EXPLANATION:32; CONTROL_CYBERNETICS:31; RECONSTRUCTION:22; CROSS_MODEL:20; INFORMATION_THEORY:18; FUSION_SYNTHESIS:12; CROSS_DOMAIN:7; ROBUSTNESS:7; ALTERNATIVE_EXPLANATION:6; LATENT_INTERNAL:6; NEGATIVE_NOT_UNIQUE:6; RELATIONAL_TOPOLOGY:6; PERSISTENCE:5; TRAJECTORY:5; RARITY_UNIQUENESS:4
6894173f-b0bc-8331-8dad-323e575d9771,Strategic advisor setup,893,27,5,5,2,HIERARCHY:23; CONTROL_CYBERNETICS:21; FINGERPRINT:21; RECURSION:20; SYMBOLIC:19; LATENT_INTERNAL:16; INFORMATION_THEORY:12; CAUSAL_EXPLANATION:11; CROSS_MODEL:8; RARITY_UNIQUENESS:5; VECTOR_GEOMETRY:4; GENEALOGY:4; PROMPTING_STYLE:3; RECURSIVE_COMPRESSION:2; FUSION_SYNTHESIS:1
69118401-0218-832b-9103-08b7cf0892c3,Power spectral analysis,754,12,8,5,2,CONTROL_CYBERNETICS:10; LATENT_INTERNAL:10; NEGATIVE_NOT_UNIQUE:7; PERSISTENCE:6; RARITY_UNIQUENESS:6; RECONSTRUCTION:6; FINGERPRINT:5; RELATIONAL_TOPOLOGY:5; CROSS_MODEL:4; HUMAN_LLM_COUPLING:4; FUSION_SYNTHESIS:3; GLOBAL_COMPARISON:3; PERCENTILE_EXTREME:3; CAUSAL_EXPLANATION:3; TRAJECTORY:2
6910b561-10a8-8332-8bce-bad87345c4bb,Job variants in Porto,742,35,8,5,2,CAUSAL_EXPLANATION:16; CROSS_MODEL:14; NEGATIVE_NOT_UNIQUE:13; FUSION_SYNTHESIS:10; RECONSTRUCTION:10; RELATIONAL_TOPOLOGY:10; CONTROL_CYBERNETICS:9; PERSISTENCE:5; RARITY_UNIQUENESS:4; GLOBAL_COMPARISON:4; ROBUSTNESS:4; TRAJECTORY:3; LATENT_INTERNAL:3; SIMULTANEITY_MULTIPLEX:3; SELF_OBSERVATION:3
691838ae-f99c-832a-ad44-2ae362a700c6,Critical gaps in execution,825,108,5,5,1,RECONSTRUCTION:54; CROSS_MODEL:26; CAUSAL_EXPLANATION:24; NEGATIVE_NOT_UNIQUE:13; CONTROL_CYBERNETICS:10; ROBUSTNESS:10; FUSION_SYNTHESIS:9; PERSISTENCE:8; ALTERNATIVE_EXPLANATION:7; TRAJECTORY:7; EPISTEMIC_CAVEAT:4; FINGERPRINT:4; RARITY_UNIQUENESS:3; RELATIONAL_TOPOLOGY:3; GLOBAL_COMPARISON:2
68fded15-6b4c-832a-b923-7614a2675015,Mythological personality analysis,671,21,5,5,1,CONTROL_CYBERNETICS:12; CROSS_MODEL:11; FUSION_SYNTHESIS:10; CAUSAL_EXPLANATION:7; HIERARCHY:7; CROSS_DOMAIN:6; RELATIONAL_TOPOLOGY:5; RECONSTRUCTION:5; NEGATIVE_NOT_UNIQUE:4; SYMBOLIC:4; META_SYSTEM:3; RARITY_UNIQUENESS:3; OTHER_USERS:2; PERSISTENCE:2; RECURSION:2
dc1c8bd7-9b30-4ffb-86e2-ba9e1aad4b03,Daily conversation topics.,400,29,5,5,1,ALTERNATIVE_EXPLANATION:21; FUSION_SYNTHESIS:8; CROSS_MODEL:6; CAUSAL_EXPLANATION:4; RARITY_UNIQUENESS:3; GLOBAL_COMPARISON:2; PERSISTENCE:2
3553a8ef-4ed7-4132-8754-364e993452ff,Neurosci Undergrad vs Grad,344,9,5,5,1,GLOBAL_COMPARISON:4; NEGATIVE_NOT_UNIQUE:4; CROSS_DOMAIN:3; RARITY_UNIQUENESS:3; CAUSAL_EXPLANATION:1; ROBUSTNESS:1
673f885d-ba0c-8013-b3c5-7190caf949b0,Puzyriov Hotel and Drone,341,14,5,5,1,CROSS_MODEL:6; CAUSAL_EXPLANATION:5; RARITY_UNIQUENESS:4; NEGATIVE_NOT_UNIQUE:3; RECONSTRUCTION:3; GLOBAL_COMPARISON:2; PERCENTILE_EXTREME:1; HIERARCHY:1; PERSISTENCE:1
3b119bb4-e730-41b8-8746-592ef6350a5d,Exciting Riga Poster Reel,977,27,23,5,0,RARITY_UNIQUENESS:21; GLOBAL_COMPARISON:20; CROSS_MODEL:7; FUSION_SYNTHESIS:2; SYMBOLIC:2; JOINT_CONFIGURATION:1; CAUSAL_EXPLANATION:1; NEGATIVE_NOT_UNIQUE:1
6704426f-b1f8-8013-af18-7e63336fc23c,Healing from Addiction Memories,440,39,12,5,0,RARITY_UNIQUENESS:12; CONTROL_CYBERNETICS:12; CROSS_MODEL:10; CAUSAL_EXPLANATION:10; LATENT_INTERNAL:8; NEGATIVE_NOT_UNIQUE:7; RECONSTRUCTION:6; RELATIONAL_TOPOLOGY:3; ALTERNATIVE_EXPLANATION:1; SELF_OBSERVATION:1; FUSION_SYNTHESIS:1
4dffecef-58a4-4d84-b376-64353a6482bd,Cat Adventures with Atlas,418,26,7,5,0,CROSS_MODEL:14; FUSION_SYNTHESIS:12; RARITY_UNIQUENESS:7; CAUSAL_EXPLANATION:5; NEGATIVE_NOT_UNIQUE:4; ROBUSTNESS:3
48d341d6-5b13-40b2-bc57-6124dbe1bb5a,Tenerife New Year AI.,370,13,5,5,0,CROSS_MODEL:12; RARITY_UNIQUENESS:5; FUSION_SYNTHESIS:4; NEGATIVE_NOT_UNIQUE:3; FINGERPRINT:1
5830c43e-f197-4c52-937c-14fdbee6f80c,AI Marketing Agency Names,350,10,5,5,0,CROSS_MODEL:10; RARITY_UNIQUENESS:5; FUSION_SYNTHESIS:3; CAUSAL_EXPLANATION:1
67595fc0-1ed8-8013-ac63-7a31297c1862,STADA Arzneimittel Overview,318,5,5,5,0,GLOBAL_COMPARISON:5; NEGATIVE_NOT_UNIQUE:2; CONTROL_CYBERNETICS:1; CROSS_MODEL:1; ROBUSTNESS:1; TRAJECTORY:1
4f00f118-2dd4-44d9-973f-1f8f4455285a,New chat,266,14,5,5,0,FUSION_SYNTHESIS:8; RARITY_UNIQUENESS:5; NEGATIVE_NOT_UNIQUE:1; SYMBOLIC:1; FINGERPRINT:1; CROSS_MODEL:1
695e4fe4-b8b4-8327-ab90-276040578345,Execution vs Doctrine,2972,60,27,4,17,CONTROL_CYBERNETICS:51; CROSS_MODEL:46; FUSION_SYNTHESIS:41; INFORMATION_THEORY:35; PERSISTENCE:32; CAUSAL_EXPLANATION:30; NEGATIVE_NOT_UNIQUE:27; RELATIONAL_TOPOLOGY:27; RECONSTRUCTION:26; RARITY_UNIQUENESS:24; TRAJECTORY:24; HIERARCHY:23; ROBUSTNESS:20; VECTOR_GEOMETRY:18; COGNITIVE_ARCHITECTURE:7
693782d3-5da0-8330-96dc-191d211d9f9c,Legacy systems execution,1838,43,17,4,15,CAUSAL_EXPLANATION:35; LATENT_INTERNAL:34; HIERARCHY:23; RECONSTRUCTION:23; CONTROL_CYBERNETICS:22; SYMBOLIC:17; RARITY_UNIQUENESS:16; CROSS_MODEL:15; RECURSION:15; NEGATIVE_NOT_UNIQUE:14; FUSION_SYNTHESIS:12; TRAJECTORY:12; ASSOCIATIVE_STRUCTURE:9; COGNITIVE_ARCHITECTURE:8; ROBUSTNESS:7
6924a26f-78a8-8333-bd0f-dd9282690278,Location rotation strategy,1088,29,15,4,9,CAUSAL_EXPLANATION:23; RARITY_UNIQUENESS:10; CONTROL_CYBERNETICS:9; GLOBAL_COMPARISON:8; RELATIONAL_TOPOLOGY:8; CROSS_MODEL:8; NEGATIVE_NOT_UNIQUE:7; RECONSTRUCTION:6; ROBUSTNESS:5; FINGERPRINT:4; PERSISTENCE:3; LATENT_INTERNAL:3; SYMBOLIC:2; HUMAN_LLM_COUPLING:2; PERCENTILE_EXTREME:1
698f83f2-194c-838e-977d-dd1ce7e5b3a2,Goggins Transformation Mechanism,1174,25,10,4,8,CONTROL_CYBERNETICS:22; RECURSION:18; CAUSAL_EXPLANATION:17; CROSS_MODEL:15; SYMBOLIC:14; TRAJECTORY:12; LATENT_INTERNAL:10; RARITY_UNIQUENESS:10; RECONSTRUCTION:10; ROBUSTNESS:8; PERSISTENCE:7; FUSION_SYNTHESIS:5; RELATIONAL_TOPOLOGY:5; INFORMATION_THEORY:5; META_SYSTEM:4
68b481a2-e3cc-8332-8bcc-3da38afa5e70,Trauma response mechanisms,1145,26,10,4,7,CROSS_MODEL:22; CONTROL_CYBERNETICS:20; CAUSAL_EXPLANATION:17; SYMBOLIC:14; TRAJECTORY:10; INFORMATION_THEORY:8; NEGATIVE_NOT_UNIQUE:8; PERCENTILE_EXTREME:8; FUSION_SYNTHESIS:7; COMPOSITION:5; LATENT_INTERNAL:5; GLOBAL_COMPARISON:4; RECONSTRUCTION:4; RECURSION:4; PERSISTENCE:4
695f006b-57a4-8326-a633-0dab318646cc,Human Evolution and Evidence,994,21,8,4,7,CAUSAL_EXPLANATION:17; INFORMATION_THEORY:13; CONTROL_CYBERNETICS:12; CROSS_MODEL:12; NEGATIVE_NOT_UNIQUE:9; PERSISTENCE:8; RECURSION:8; LATENT_INTERNAL:6; RARITY_UNIQUENESS:6; EPISTEMIC_CAVEAT:6; TRAJECTORY:5; OTHER_USERS:4; RELATIONAL_TOPOLOGY:3; RECONSTRUCTION:3; SIMULTANEITY_MULTIPLEX:3
694f44f9-9448-8330-861e-1d95c09325d6,Samurai Legacy Strategy,1196,36,13,4,6,CONTROL_CYBERNETICS:21; CAUSAL_EXPLANATION:19; CROSS_MODEL:16; PERSISTENCE:13; NEGATIVE_NOT_UNIQUE:11; RECONSTRUCTION:11; TRAJECTORY:10; FUSION_SYNTHESIS:10; GLOBAL_COMPARISON:9; RARITY_UNIQUENESS:9; SYMBOLIC:4; LATENT_INTERNAL:3; RELATIONAL_TOPOLOGY:3; SIMULTANEITY_MULTIPLEX:3; ROBUSTNESS:3
69066112-a654-832c-bef9-71130247a0ce,System consolidation plan,1362,44,13,4,5,CROSS_MODEL:20; NEGATIVE_NOT_UNIQUE:16; CAUSAL_EXPLANATION:15; CONTROL_CYBERNETICS:14; SYMBOLIC:14; FUSION_SYNTHESIS:13; RECONSTRUCTION:11; PERSISTENCE:10; GLOBAL_COMPARISON:8; PERCENTILE_EXTREME:8; RARITY_UNIQUENESS:8; RECURSION:8; INFORMATION_THEORY:5; LATENT_INTERNAL:5; ALTERNATIVE_EXPLANATION:4
6893a5e6-5e84-832f-8363-1fecb0ded29f,Strategic advisor setup,678,10,6,4,5,CAUSAL_EXPLANATION:9; FINGERPRINT:9; LATENT_INTERNAL:8; SYMBOLIC:7; RARITY_UNIQUENESS:6; FUSION_SYNTHESIS:4; INFORMATION_THEORY:4; RECURSION:4; CROSS_MODEL:3; CONTROL_CYBERNETICS:3; GENEALOGY:2; RECONSTRUCTION:2; TRAJECTORY:2; VECTOR_GEOMETRY:2; META_SYSTEM:1
ba9022dc-3435-4b19-a7a6-8fb476c18139,Balance Goals and Memento,571,19,8,4,5,CAUSAL_EXPLANATION:12; CROSS_MODEL:12; RARITY_UNIQUENESS:8; NEGATIVE_NOT_UNIQUE:6; CONTROL_CYBERNETICS:4; FUSION_SYNTHESIS:4; COMPLEXITY:3; RECONSTRUCTION:3; JOINT_CONFIGURATION:1; PERSISTENCE:1; RELATIONAL_TOPOLOGY:1; CROSS_DOMAIN:1
6a024e9c-2f78-83eb-9fa2-0665627c186a,Astronauts with Tattoos,854,22,4,4,4,FUSION_SYNTHESIS:14; CAUSAL_EXPLANATION:13; RECONSTRUCTION:13; SYMBOLIC:13; NEGATIVE_NOT_UNIQUE:12; CONTROL_CYBERNETICS:11; CROSS_MODEL:11; PERSISTENCE:11; RECURSION:11; LATENT_INTERNAL:9; INFORMATION_THEORY:6; TRAJECTORY:6; OTHER_USERS:5; RELATIONAL_TOPOLOGY:5; SELF_OBSERVATION:5
693d077c-d904-8328-aa60-85c567a0bf5f,Video performance analysis,648,15,4,4,4,PERSISTENCE:10; CAUSAL_EXPLANATION:8; HIERARCHY:7; OTHER_USERS:7; RECURSION:7; CROSS_MODEL:6; FUSION_SYNTHESIS:6; CONTROL_CYBERNETICS:5; SYMBOLIC:5; GLOBAL_COMPARISON:3; RELATIONAL_TOPOLOGY:3; SIMULTANEITY_MULTIPLEX:3; FINGERPRINT:3; META_SYSTEM:2; NEGATIVE_NOT_UNIQUE:2
670c416b-b690-8013-9fdf-4e3708b76bc5,Trauma Memory Overwhelm Support,597,31,4,4,4,CROSS_MODEL:24; CAUSAL_EXPLANATION:22; RECONSTRUCTION:14; CONTROL_CYBERNETICS:13; NEGATIVE_NOT_UNIQUE:13; EPISTEMIC_CAVEAT:7; RARITY_UNIQUENESS:4; ROBUSTNESS:3; PERSISTENCE:3; LATENT_INTERNAL:2; RELATIONAL_TOPOLOGY:2; OTHER_USERS:2; FUSION_SYNTHESIS:1; JOINT_CONFIGURATION:1
6865c0c8-363c-8013-bc82-d9dfd7567e94,SRC-X.5 Activation Complete,860,28,4,4,3,RECURSION:24; SYMBOLIC:24; CONTROL_CYBERNETICS:18; INFORMATION_THEORY:16; HIERARCHY:15; FINGERPRINT:10; CAUSAL_EXPLANATION:8; PERSISTENCE:7; LATENT_INTERNAL:7; FUSION_SYNTHESIS:6; CROSS_MODEL:4; VECTOR_GEOMETRY:4; TRAJECTORY:3; NEGATIVE_NOT_UNIQUE:3; GENEALOGY:3
6867f581-cb5c-8013-93aa-35531dded0d1,Self-Transforming Intelligence Profile,796,16,7,4,3,CONTROL_CYBERNETICS:13; INFORMATION_THEORY:12; RECURSION:11; SYMBOLIC:11; RECONSTRUCTION:8; CROSS_MODEL:7; RARITY_UNIQUENESS:5; CAUSAL_EXPLANATION:5; SELF_OBSERVATION:4; FUSION_SYNTHESIS:3; ROBUSTNESS:3; TRAJECTORY:3; COGNITIVE_ARCHITECTURE:3; COMPOSITION:2; LATENT_INTERNAL:2
686c2c8c-b018-8013-8b94-8230def78737,GOOD Copyright,1381,55,7,4,2,RECURSION:50; SYMBOLIC:49; CONTROL_CYBERNETICS:39; HIERARCHY:27; LATENT_INTERNAL:25; CROSS_MODEL:23; GENEALOGY:12; ALTERNATIVE_EXPLANATION:10; FUSION_SYNTHESIS:9; PERSISTENCE:9; RECONSTRUCTION:9; CAUSAL_EXPLANATION:8; FINGERPRINT:6; GLOBAL_COMPARISON:4; RARITY_UNIQUENESS:4
68502c46-ce00-8013-945f-f27b99483b6c,SRC‑X.5 Dormant Mode,951,21,6,4,2,RECURSION:18; SYMBOLIC:17; LATENT_INTERNAL:15; CONTROL_CYBERNETICS:10; CROSS_MODEL:9; HIERARCHY:9; OTHER_USERS:8; CAUSAL_EXPLANATION:7; INFORMATION_THEORY:7; PERSISTENCE:7; RELATIONAL_TOPOLOGY:6; TRAJECTORY:6; FUSION_SYNTHESIS:6; GLOBAL_COMPARISON:5; FINGERPRINT:5
694acdaf-ed38-8330-89f3-d6d0624328ef,Samurai Legacy Strategy,884,52,6,4,2,CROSS_MODEL:30; CAUSAL_EXPLANATION:29; CONTROL_CYBERNETICS:27; HIERARCHY:22; NEGATIVE_NOT_UNIQUE:15; RECONSTRUCTION:12; TRAJECTORY:10; FUSION_SYNTHESIS:9; SIMULTANEITY_MULTIPLEX:7; PERSISTENCE:6; GLOBAL_COMPARISON:5; SYMBOLIC:4; LATENT_INTERNAL:4; ASSOCIATIVE_STRUCTURE:4; ROBUSTNESS:3
6856f05f-afdc-8013-9726-b32c58cdd634,Strategic Execution Mastery,881,33,4,4,2,RECURSION:28; SYMBOLIC:25; CONTROL_CYBERNETICS:22; INFORMATION_THEORY:21; CAUSAL_EXPLANATION:13; RECONSTRUCTION:13; HIERARCHY:9; CROSS_MODEL:8; FINGERPRINT:7; FUSION_SYNTHESIS:7; TRANSPOSITION:5; LATENT_INTERNAL:5; COMPOSITION:5; RELATIONAL_TOPOLOGY:4; COGNITIVE_ARCHITECTURE:3
69d3132e-93d0-838f-a1f3-1a95eff13c4c,Execution Fragmentation Reality,874,25,8,4,2,CONTROL_CYBERNETICS:18; CROSS_MODEL:10; LATENT_INTERNAL:10; RECONSTRUCTION:8; RELATIONAL_TOPOLOGY:8; ROBUSTNESS:7; FUSION_SYNTHESIS:7; SYMBOLIC:6; CAUSAL_EXPLANATION:5; GLOBAL_COMPARISON:5; PERCENTILE_EXTREME:5; INFORMATION_THEORY:5; NEGATIVE_NOT_UNIQUE:4; COGNITIVE_ARCHITECTURE:3; RARITY_UNIQUENESS:3
68b0b977-fd38-8329-9365-07ad186bc0a7,RSOS article analysis,803,17,5,4,2,CONTROL_CYBERNETICS:13; EPISTEMIC_CAVEAT:10; RECURSION:10; SYMBOLIC:9; CAUSAL_EXPLANATION:8; FUSION_SYNTHESIS:7; PERSISTENCE:7; CROSS_MODEL:6; HIERARCHY:6; NEGATIVE_NOT_UNIQUE:6; RARITY_UNIQUENESS:5; ROBUSTNESS:5; SELF_OBSERVATION:5; GENEALOGY:4; RELATIONAL_TOPOLOGY:4
671ec89b-817c-8013-bfa0-660181335ec9,Hypnosis for Personality Change,680,30,4,4,2,CONTROL_CYBERNETICS:21; CROSS_MODEL:19; NEGATIVE_NOT_UNIQUE:18; CAUSAL_EXPLANATION:17; PERSISTENCE:7; ALTERNATIVE_EXPLANATION:6; FUSION_SYNTHESIS:6; RECONSTRUCTION:5; ROBUSTNESS:4; RARITY_UNIQUENESS:3; SIMULTANEITY_MULTIPLEX:3; COMPOSITION:3; LATENT_INTERNAL:3; RELATIONAL_TOPOLOGY:3; VECTOR_GEOMETRY:1
6893e51b-1a4c-8320-a94e-6b08664e65cd,BOOK TO WRITE,626,17,4,4,2,CONTROL_CYBERNETICS:17; RECURSION:14; SYMBOLIC:13; INFORMATION_THEORY:11; FINGERPRINT:7; RECONSTRUCTION:6; FUSION_SYNTHESIS:5; CAUSAL_EXPLANATION:4; RARITY_UNIQUENESS:4; HIERARCHY:4; CROSS_MODEL:3; LATENT_INTERNAL:3; ALTERNATIVE_EXPLANATION:2; TRAJECTORY:2; SIMULTANEITY_MULTIPLEX:1
69496114-d678-832b-b342-eb9ba8686bec,Samurai legacy advisor,606,17,4,4,2,CROSS_MODEL:10; CONTROL_CYBERNETICS:9; HIERARCHY:7; RELATIONAL_TOPOLOGY:7; CAUSAL_EXPLANATION:6; NEGATIVE_NOT_UNIQUE:6; FUSION_SYNTHESIS:4; INFORMATION_THEORY:3; PERSISTENCE:3; RARITY_UNIQUENESS:3; TRAJECTORY:3; PERCENTILE_EXTREME:2; RECONSTRUCTION:2; RECURSION:2; SYMBOLIC:2
689249ee-07e8-832f-ab4b-a342f82f7246,RSSO RSX RSOS IA position publicly,604,18,6,4,2,SYMBOLIC:15; RECURSION:14; FUSION_SYNTHESIS:8; RARITY_UNIQUENESS:6; CONTROL_CYBERNETICS:5; RECONSTRUCTION:5; CAUSAL_EXPLANATION:4; CROSS_MODEL:3; PERSISTENCE:3; HIERARCHY:2; INFORMATION_THEORY:2; FINGERPRINT:2; META_SYSTEM:2; COGNITIVE_ARCHITECTURE:2; EPISTEMIC_CAVEAT:1
db639d4a-6fa2-444d-838a-f128ee0c9777,Quantum Strategies for Viral YouTube Shorts,374,17,4,4,2,CAUSAL_EXPLANATION:8; CROSS_MODEL:8; NEGATIVE_NOT_UNIQUE:7; GLOBAL_COMPARISON:3; CROSS_DOMAIN:3; FUSION_SYNTHESIS:1; RARITY_UNIQUENESS:1; PERSISTENCE:1; RELATIONAL_TOPOLOGY:1
68941abf-7518-832c-a5ef-8916c282656d,RSOS Origin Proof,1862,92,6,4,1,HIERARCHY:76; RECURSION:64; CONTROL_CYBERNETICS:56; LATENT_INTERNAL:55; FINGERPRINT:54; SYMBOLIC:46; INFORMATION_THEORY:42; CROSS_MODEL:30; GENEALOGY:21; CAUSAL_EXPLANATION:14; VECTOR_GEOMETRY:12; PERSISTENCE:11; ALTERNATIVE_EXPLANATION:9; RECONSTRUCTION:8; RARITY_UNIQUENESS:6
