SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR,ORIGINAL_PHASE8G_DESTINATION,HYDRATION_VERSION
153,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\08_PACKAGE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,08_PACKAGE,349792,02795d220b43d9a36ae29a7e49648338892123e34da92a661bdc8526712c7ff1,02795d220b43d9a36ae29a7e49648338892123e34da92a661bdc8526712c7ff1,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\08_PACKAGE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,PHASE8G_ORIGINAL_VERIFIED
154,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,00_CONTROL,5086,5339c993464dd18c9d764563128bc0cf0f1bb7528e3ac11a0580c5593ba415ac,5339c993464dd18c9d764563128bc0cf0f1bb7528e3ac11a0580c5593ba415ac,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,PHASE8G_ORIGINAL_VERIFIED
155,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\03_RUNNER\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,03_RUNNER,57396,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\03_RUNNER\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,PHASE8G_ORIGINAL_VERIFIED
156,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,09_FREEZE,66,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,PHASE8G_ORIGINAL_VERIFIED
157,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\04_RAW\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,04_RAW,6839144,8171b1b5df37c686598509ec825abf30f7dcd5a11b475e908331b8e14f85274c,8171b1b5df37c686598509ec825abf30f7dcd5a11b475e908331b8e14f85274c,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\04_RAW\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,PHASE8G_ORIGINAL_VERIFIED
158,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,09_FREEZE,3429,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,PHASE8G_ORIGINAL_VERIFIED
159,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,09_FREEZE,66,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,PHASE8G_ORIGINAL_VERIFIED
160,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,09_FREEZE,2206537,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,PHASE8G_ORIGINAL_VERIFIED
161,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,05_OUTPUTS,2066327,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,PHASE8G_ORIGINAL_VERIFIED
162,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,05_OUTPUTS,299087,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,PHASE8G_ORIGINAL_VERIFIED
163,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,05_OUTPUTS,1765,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,PHASE8G_ORIGINAL_VERIFIED
164,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,05_OUTPUTS,2283,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,PHASE8G_ORIGINAL_VERIFIED
165,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,00_CONTROL,975,7e9e0c62d8529c200b0513fd7a9ef264f6e93d7247faa5156bb2505e560ad7a2,7e9e0c62d8529c200b0513fd7a9ef264f6e93d7247faa5156bb2505e560ad7a2,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,PHASE8G_ORIGINAL_VERIFIED
166,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,00_CONTROL,198,1ff35057b830be45f4bf809c4624607e1e4b7f5bfcc1994222a6c0bb96601b74,1ff35057b830be45f4bf809c4624607e1e4b7f5bfcc1994222a6c0bb96601b74,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,PHASE8G_ORIGINAL_VERIFIED
167,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\12_HELDOUT_GENERALIZATION.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\12_HELDOUT_GENERALIZATION.csv,00_CONTROL,107,b134d3e5bb61febbd2439f019ea4ae6872150e396c0d99af31d3a4c7ac3d6924,b134d3e5bb61febbd2439f019ea4ae6872150e396c0d99af31d3a4c7ac3d6924,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\12_HELDOUT_GENERALIZATION.csv,PHASE8G_ORIGINAL_VERIFIED
168,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\14_ABLATION_GRADIENT.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\14_ABLATION_GRADIENT.csv,00_CONTROL,467,9a6be80a144062625b33d696e5e622156c9a0b7d35cdb1963632835bf4fb279e,9a6be80a144062625b33d696e5e622156c9a0b7d35cdb1963632835bf4fb279e,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\14_ABLATION_GRADIENT.csv,PHASE8G_ORIGINAL_VERIFIED
169,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\15_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\15_MISSING_CELLS.csv,00_CONTROL,29,1f9a0bd25c9edc44ca6d444d11354c5214c44c82dd0c41a7000a1a75ebf89af8,1f9a0bd25c9edc44ca6d444d11354c5214c44c82dd0c41a7000a1a75ebf89af8,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\15_MISSING_CELLS.csv,PHASE8G_ORIGINAL_VERIFIED
170,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\07_ADJUDICATION\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\16_FINAL_SUMMARY.json,07_ADJUDICATION,20810,b65ece24ec50be56f6edf75d2f2b3f00d95fab2500b7f75db6e71daa94ca1a5c,b65ece24ec50be56f6edf75d2f2b3f00d95fab2500b7f75db6e71daa94ca1a5c,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\07_ADJUDICATION\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\16_FINAL_SUMMARY.json,PHASE8G_ORIGINAL_VERIFIED
171,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\BLIND_SPLIT_COUNTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\BLIND_SPLIT_COUNTS.csv,00_CONTROL,92,5432cc5dec0d387246b74dce2ec5231efe7550972656397722225327620e356f,5432cc5dec0d387246b74dce2ec5231efe7550972656397722225327620e356f,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\BLIND_SPLIT_COUNTS.csv,PHASE8G_ORIGINAL_VERIFIED
172,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.json,05_OUTPUTS,1151,2102c0419199b64c11f54e9586a862da593cab3b504db6420cd64353e5419b85,2102c0419199b64c11f54e9586a862da593cab3b504db6420cd64353e5419b85,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.json,PHASE8G_ORIGINAL_VERIFIED
173,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.txt,05_OUTPUTS,1180,1274dff954a6e022d82c821f923e4a2f47eb6140d8074ab8e5d47e73b0a0d9f7,1274dff954a6e022d82c821f923e4a2f47eb6140d8074ab8e5d47e73b0a0d9f7,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.txt,PHASE8G_ORIGINAL_VERIFIED
174,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_BEFORE_DEVELOPMENT_HOLDOUT.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_BEFORE_DEVELOPMENT_HOLDOUT.json,09_FREEZE,5462,f49a55a54fff590dbe199bfdddca6ab53fbe110ecef3fcc81f56b28d2d0bf672,f49a55a54fff590dbe199bfdddca6ab53fbe110ecef3fcc81f56b28d2d0bf672,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_BEFORE_DEVELOPMENT_HOLDOUT.json,PHASE8G_ORIGINAL_VERIFIED
175,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_SHA256.txt,09_FREEZE,66,45f066cd80af751c8c37bcdf48a304d3e5df3a5514296f9ead128d2e8f5db1ee,45f066cd80af751c8c37bcdf48a304d3e5df3a5514296f9ead128d2e8f5db1ee,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_SHA256.txt,PHASE8G_ORIGINAL_VERIFIED
176,RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\INPUT_SHA256_MANIFEST.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\INPUT_SHA256_MANIFEST.csv,09_FREEZE,1075,1e5422edcce07b7235d3a11c5b02bab5023cb0dcd6358e7dc6be5760aa082c6a,1e5422edcce07b7235d3a11c5b02bab5023cb0dcd6358e7dc6be5760aa082c6a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\INPUT_SHA256_MANIFEST.csv,PHASE8G_ORIGINAL_VERIFIED
