"SEARCH_PATTERN","FILE_NAME","SIZE_MB","FULL_PATH"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R4_V12_GRAPH_CALIBRATION\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","04_V12_AUTHENTIC_10_EDGE_TOPOLOGY.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\04_V12_AUTHENTIC_10_EDGE_TOPOLOGY.csv"
"*edge*","04_V12_AUTHENTIC_10_EDGE_TOPOLOGY.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\04_V12_AUTHENTIC_10_EDGE_TOPOLOGY.csv"
"*edge*","F1_DEV_STATUS_LEDGER.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_LMARENA_BLIND_R1\06_STATUS_LEDGER\F1_DEV_STATUS_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_LMARENA_BLIND_R2_HARDENED\06_OMISSION_LEDGER\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_LMARENA_BLIND_R3_HARDENED\07_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","AUTHENTIC_V12_EDGE_PERTURBATIONS.csv","0,078","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_EDGE_PERTURBATIONS.csv"
"*edge*","AUTHENTIC_V12_PER_EDGE_DETECTION.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_PER_EDGE_DETECTION.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R4_V12_GRAPH_CALIBRATION\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","PROVENANCE_LEDGER.csv","0","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PROVENANCE_LEDGER.csv"
"*edge*","STATUS_LEDGER.csv","0","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\04_AUDIT\STATUS_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,002","C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\09_STATUS_LEDGER\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","FINAL_EDGE_PREVALENCE.csv","0,002","C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv"
"*edge*","EXTERNAL_EDGE_PREVALENCE.csv","0,002","C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_EDGE_PREVALENCE.csv"
"*edge*","V4_EDGE_PREVALENCE.csv","0,002","C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_EDGE_PREVALENCE.csv"
"*edge*","KERNEL_EDGE_CROSS_ANALYSIS_FREQUENCY.csv","0,001","C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\RSOS_KERNEL_CONVERGENCE_RESULTS\KERNEL_EDGE_CROSS_ANALYSIS_FREQUENCY.csv"
"*genealog*","08_GENEALOGY_PERSISTENCE_CROSSMODEL.csv","725,504","C:\RSOS\RSOS_FULL_CLAIM_TRIGGER_EXCAVATION\02_RESULTS\08_GENEALOGY_PERSISTENCE_CROSSMODEL.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\09_GENEALOGY\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\09_GENEALOGY\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\09_GENEALOGY\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\09_GENEALOGY\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_V2.csv","0","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\GENEALOGY_V2.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\GENEALOGY_DIRECTIONALITY.csv"
"*genealog*","GENEALOGY_DIRECTIONALITY.csv","0","C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\GENEALOGY_DIRECTIONALITY.csv"
"*graph*","F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","0,365","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip"
"*graph*","F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","0,365","C:\RSOS\F1_FINAL_LOCAL\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip"
"*graph*","KERNEL_GRAPH_EXTERNAL_CONTROL_UPLOAD.zip","6,686","C:\RSOS\RSOS  Python Results\KERNEL_GRAPH_EXTERNAL_CONTROL\KERNEL_GRAPH_EXTERNAL_CONTROL_UPLOAD.zip"
"*graph*","DYN_RARE_SUBGRAPH_RECURRENCE.csv","0,001","C:\RSOS\RSOS  Python Results\RSOS_DYNAMICS_RESULTS\DYN_RARE_SUBGRAPH_RECURRENCE.csv"
"*graph*","F3_TOP_RARE_SUBGRAPHS.csv","0,053","C:\RSOS\RSOS  Python Results\RSOS_F3_RESULTS\F3_TOP_RARE_SUBGRAPHS.csv"
"*graph*","KERNEL_F3_RARE_SUBGRAPH_CONVERGENCE.csv","0,059","C:\RSOS\RSOS  Python Results\RSOS_KERNEL_CONVERGENCE_RESULTS\KERNEL_F3_RARE_SUBGRAPH_CONVERGENCE.csv"
"*graph*","06_RESPONSE_GRAPH_FEATURES.csv","0,595","C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv"
"*graph*","07_SEED_LEVEL_GRAPH_VECTOR.csv","0,231","C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\07_SEED_LEVEL_GRAPH_VECTOR.csv"
"*graph*","06_RESPONSE_GRAPH_FEATURES.csv","1,924","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv"
"*graph*","07_SEED_LEVEL_GRAPH_VECTOR.csv","0,703","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv"
"*graph*","06_RESPONSE_GRAPH_FEATURES.csv","1,648","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv"
"*graph*","07_SEED_LEVEL_GRAPH_VECTOR.csv","0,601","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv"
"*graph*","06_RESPONSE_GRAPH_FEATURES.csv","1,924","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv"
"*graph*","07_SEED_LEVEL_GRAPH_VECTOR.csv","0,703","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv"
"*graph*","06_RESPONSE_GRAPH_FEATURES.csv","1,648","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv"
"*graph*","07_SEED_LEVEL_GRAPH_VECTOR.csv","0,601","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\11_GRAPH_CLASSIFIERS.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\11_GRAPH_CLASSIFIERS.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\11_GRAPH_CLASSIFIERS.csv"
"*graph*","11_GRAPH_CLASSIFIERS.csv","0","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\11_GRAPH_CLASSIFIERS.csv"
"*graph*","08_DOMINANT_STATE_TRANSITION_GRAPH.csv","0,022","C:\RSOS\RSOS_EXPERIMENTS_WF1_P0_HISTORICAL_CORPUS_BRIDGE\OUTPUT\08_DOMINANT_STATE_TRANSITION_GRAPH.csv"
"*graph*","graph_hashing.cpython-313.pyc","0,017","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\__pycache__\graph_hashing.cpython-313.pyc"
"*graph*","graphical.cpython-313.pyc","0,015","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\__pycache__\graphical.cpython-313.pyc"
"*graph*","perfect_graph.cpython-313.pyc","0,003","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\__pycache__\perfect_graph.cpython-313.pyc"
"*graph*","subgraph_alg.cpython-313.pyc","0,011","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\centrality\__pycache__\subgraph_alg.cpython-313.pyc"
"*graph*","subgraph_alg.py","0,01","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\centrality\subgraph_alg.py"
"*graph*","test_subgraph.cpython-313.pyc","0,005","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\centrality\tests\__pycache__\test_subgraph.cpython-313.pyc"
"*graph*","test_subgraph.py","0,004","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\centrality\tests\test_subgraph.py"
"*graph*","test_maxflow_large_graph.cpython-313.pyc","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\flow\tests\__pycache__\test_maxflow_large_graph.cpython-313.pyc"
"*graph*","test_maxflow_large_graph.py","0,004","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\flow\tests\test_maxflow_large_graph.py"
"*graph*","graph_hashing.py","0,016","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\graph_hashing.py"
"*graph*","graphical.py","0,015","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\graphical.py"
"*graph*","perfect_graph.py","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\perfect_graph.py"
"*graph*","test_graph_hashing.cpython-313.pyc","0,04","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\__pycache__\test_graph_hashing.cpython-313.pyc"
"*graph*","test_graphical.cpython-313.pyc","0,01","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\__pycache__\test_graphical.cpython-313.pyc"
"*graph*","test_perfect_graph.cpython-313.pyc","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\__pycache__\test_perfect_graph.cpython-313.pyc"
"*graph*","test_graph_hashing.py","0,03","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\test_graph_hashing.py"
"*graph*","test_graphical.py","0,005","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\test_graphical.py"
"*graph*","test_perfect_graph.py","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\tests\test_perfect_graph.py"
"*graph*","digraph.cpython-313.pyc","0,047","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\__pycache__\digraph.cpython-313.pyc"
"*graph*","graph.cpython-313.pyc","0,067","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\__pycache__\graph.cpython-313.pyc"
"*graph*","graphviews.cpython-313.pyc","0,009","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\__pycache__\graphviews.cpython-313.pyc"
"*graph*","multidigraph.cpython-313.pyc","0,035","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\__pycache__\multidigraph.cpython-313.pyc"
"*graph*","multigraph.cpython-313.pyc","0,044","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\__pycache__\multigraph.cpython-313.pyc"
"*graph*","digraph.py","0,047","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\digraph.py"
"*graph*","graph.py","0,069","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\graph.py"
"*graph*","graphviews.py","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\graphviews.py"
"*graph*","multidigraph.py","0,035","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\multidigraph.py"
"*graph*","multigraph.py","0,046","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\multigraph.py"
"*graph*","test_digraph.cpython-313.pyc","0,025","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_digraph.cpython-313.pyc"
"*graph*","test_digraph_historical.cpython-313.pyc","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_digraph_historical.cpython-313.pyc"
"*graph*","test_graph.cpython-313.pyc","0,061","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_graph.cpython-313.pyc"
"*graph*","test_graph_historical.cpython-313.pyc","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_graph_historical.cpython-313.pyc"
"*graph*","test_graphviews.cpython-313.pyc","0,026","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_graphviews.cpython-313.pyc"
"*graph*","test_multidigraph.cpython-313.pyc","0,028","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_multidigraph.cpython-313.pyc"
"*graph*","test_multigraph.cpython-313.pyc","0,032","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_multigraph.cpython-313.pyc"
"*graph*","test_subgraphviews.cpython-313.pyc","0,026","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\__pycache__\test_subgraphviews.cpython-313.pyc"
"*graph*","test_digraph.py","0,012","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_digraph.py"
"*graph*","test_digraph_historical.py","0,003","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_digraph_historical.py"
"*graph*","test_graph.py","0,03","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_graph.py"
"*graph*","test_graph_historical.py","0","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_graph_historical.py"
"*graph*","test_graphviews.py","0,011","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_graphviews.py"
"*graph*","test_multidigraph.py","0,016","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_multidigraph.py"
"*graph*","test_multigraph.py","0,018","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_multigraph.py"
"*graph*","test_subgraphviews.py","0,013","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\classes\tests\test_subgraphviews.py"
"*graph*","nx_agraph.cpython-313.pyc","0,016","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\drawing\__pycache__\nx_agraph.cpython-313.pyc"
"*graph*","nx_agraph.py","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\drawing\nx_agraph.py"
"*graph*","test_agraph.cpython-313.pyc","0,017","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\drawing\tests\__pycache__\test_agraph.cpython-313.pyc"
