SOURCE_FAMILY,AUTHORITY_ROLE,CATEGORY,FILE_NAME,FULL_PATH,EXTENSION,ROW_COUNT,COLUMN_COUNT,COLUMNS,ID_COLUMNS,TIME_COLUMNS,CONTROL_COLUMNS,FEATURE_COLUMNS,POPULATION_ID_COLUMNS,V15_CANDIDATE_SCORE,ERROR
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,10_SPLIT_REPLICATION.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\10_SPLIT_REPLICATION.csv,.csv,,8,PARTITION|TEST|N|EXCESS_DISTANCE|P|HOLM_P|PASS_005|PASS_001,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv,.csv,,5,CLASSIFIER|PARTITION|N|ROC_AUC|ACCURACY,,,CLASSIFIER,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,12_SURFACE_INVARIANCE_TESTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\12_SURFACE_INVARIANCE_TESTS.csv,.csv,,7,PARTITION|CONTROL|N|STRUCTURAL_MINUS_SURFACE|P|HOLM_P|PASS_001,,,CONTROL,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\16_FINAL_SUMMARY.json,.json,,15,experiment|completed_utc|model|classification|primary_strong_gate|hard_control_auc|pure9_delete|pure8_reverse|specificity_all_three|surface_invariance_all_three|replicated_pure_edges|switch_linked_delete_indexes|switch_linked_reverse_indexes|model_native_proxy|interpretation_boundary,,,classification|hard_control_auc,replicated_pure_edges,,8,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21_DEVELOPMENT_DISTANCE_SCALES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21_DEVELOPMENT_DISTANCE_SCALES.csv,.csv,,3,FEATURE|BASELINE_MEAN|BASELINE_SD,,,,FEATURE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21A_DEVELOPMENT_PRECISION_MATRIX.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21A_DEVELOPMENT_PRECISION_MATRIX.csv,.csv,,18,Unnamed: 0|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH,,,,SEQ_ACTIVE_EDGE_COHERENCE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21B_DISTANCE_MODEL.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21B_DISTANCE_MODEL.json,.json,,3,shrinkage|baseline_conditions|partition,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,22_DISTANCE_FROM_AUTHENTIC.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\22_DISTANCE_FROM_AUTHENTIC.csv,.csv,,4,SEED|CONDITION|MAHALANOBIS|STD_EUCLIDEAN,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,24_EDGE_CAUSAL_MAP.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\24_EDGE_CAUSAL_MAP.csv,.csv,,10,PARTITION|FAMILY|EDGE|CONDITION|N|EXCESS_DISTANCE|P|SWITCH_LINKED|HOLM_P|PASS,,,,EDGE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,24A_EDGE_REPLICATION.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\24A_EDGE_REPLICATION.csv,.csv,,8,FAMILY|EDGE|SWITCH_LINKED|REPLICATED_CONFIRMATION_AND_HOLDOUT|CONF_EXCESS|CONF_HOLM_P|HOLD_EXCESS|HOLD_HOLM_P,,,,EDGE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,25_OPERATOR_FIDELITY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\25_OPERATOR_FIDELITY.csv,.csv,,6,PARTITION|CONDITION|METRIC|N|MEAN|SD,,,,METRIC,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,25A_OPERATOR_MANIPULATION_CHECKS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\25A_OPERATOR_MANIPULATION_CHECKS.csv,.csv,,10,PARTITION|METRIC|CONDITION|N|MEAN|CHANCE|ABOVE_CHANCE|P|HOLM_P|PASS_005,,,,METRIC,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,27_MODEL_NATIVE_PROXY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\27_MODEL_NATIVE_PROXY.csv,.csv,,5,SEED|FRAME|REP|CANDIDATE|DISTANCE,,CANDIDATE,,,,3,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,.csv,,8,SCOPE|PARTITION|CONTROL|N|AUTH_ADVANTAGE|P|HOLM_P|PASS,,,CONTROL,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00_SENSITIVITY_SCENARIO_METADATA.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\00_SENSITIVITY_SCENARIO_METADATA.json,.json,,11,scenario|runner_sha256|no_api_calls|no_imputation|included_seeds|seed_counts|main_observed_cells|native_observed_cells|seed_condition_groups|completely_absent_seed_condition_groups|analysis_method,,,seed_condition_groups|completely_absent_seed_condition_groups,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,06_RESPONSE_GRAPH_FEATURES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,.csv,,32,SEED|CONDITION|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH|ORDER_FIDELITY|K_EXACT|K_JACCARD|S_EXACT|S_APPLIED_SCORE|K_INCIDENT_RETENTION|Z_EXACT|Z_FINAL_SINKNESS|Z_SEQUENCE_POSITION|REP|CELL_KEY|OUTPUT_TOKENS_DIAGNOSTIC|LATENCY_SECONDS_DIAGNOSTIC,,LATENCY_SECONDS_DIAGNOSTIC,,SEQ_ACTIVE_EDGE_COHERENCE|S_APPLIED_SCORE,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,07_SEED_LEVEL_GRAPH_VECTOR.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,.csv,,30,SEED|CONDITION|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH|ORDER_FIDELITY|K_EXACT|K_JACCARD|S_EXACT|S_APPLIED_SCORE|K_INCIDENT_RETENTION|Z_EXACT|Z_FINAL_SINKNESS|Z_SEQUENCE_POSITION|OUTPUT_TOKENS_DIAGNOSTIC|LATENCY_SECONDS_DIAGNOSTIC,,LATENCY_SECONDS_DIAGNOSTIC,,SEQ_ACTIVE_EDGE_COHERENCE|S_APPLIED_SCORE,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\08_CONDITION_RESULTS.csv,.csv,,54,CONDITION|N|SEQ_ACTIVE_EDGE_COHERENCE_MEAN|SEQ_ACTIVE_EDGE_COHERENCE_SD|PLUS_SEQ_COHERENCE_MEAN|PLUS_SEQ_COHERENCE_SD|PLUS_REACHABILITY_MEAN|PLUS_REACHABILITY_SD|MINUS_SEQ_CONFLICT_MEAN|MINUS_SEQ_CONFLICT_SD|CODE_SEQ_COHERENCE_MEAN|CODE_SEQ_COHERENCE_SD|CODE_CONNECTEDNESS_MEAN|CODE_CONNECTEDNESS_SD|FINAL_RECIPROCITY_MEAN|FINAL_RECIPROCITY_SD|FINAL_SCC_COUNT_MEAN|FINAL_SCC_COUNT_SD|FINAL_LARGEST_SCC_FRAC_MEAN|FINAL_LARGEST_SCC_FRAC_SD|FINAL_TRANSITIVITY_MEAN|FINAL_TRANSITIVITY_SD|FINAL_IN_DEGREE_SD_MEAN|FINAL_IN_DEGREE_SD_SD|FINAL_OUT_DEGREE_SD_MEAN|FINAL_OUT_DEGREE_SD_SD|FINAL_SPECTRAL_RADIUS_MEAN|FINAL_SPECTRAL_RADIUS_SD|FINAL_TWO_CYCLES_MEAN|FINAL_TWO_CYCLES_SD|FINAL_THREE_CYCLES_MEAN|FINAL_THREE_CYCLES_SD|FINAL_REACHABILITY_FRAC_MEAN|FINAL_REACHABILITY_FRAC_SD|FINAL_MEAN_REACHABLE_PATH_MEAN|FINAL_MEAN_REACHABLE_PATH_SD|ORDER_FIDELITY_MEAN|ORDER_FIDELITY_SD|K_EXACT_MEAN|K_EXACT_SD|K_JACCARD_MEAN|K_JACCARD_SD|S_EXACT_MEAN|S_EXACT_SD|S_APPLIED_SCORE_MEAN|S_APPLIED_SCORE_SD|K_INCIDENT_RETENTION_MEAN|K_INCIDENT_RETENTION_SD|Z_EXACT_MEAN|Z_EXACT_SD|Z_FINAL_SINKNESS_MEAN|Z_FINAL_SINKNESS_SD|Z_SEQUENCE_POSITION_MEAN|Z_SEQUENCE_POSITION_SD,,,,SEQ_ACTIVE_EDGE_COHERENCE_MEAN|SEQ_ACTIVE_EDGE_COHERENCE_SD|S_APPLIED_SCORE_MEAN|S_APPLIED_SCORE_SD,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\09_PRIMARY_CONTRASTS.csv,.csv,,8,PARTITION|TEST|N|EXCESS_DISTANCE|P|HOLM_P|PASS_005|PASS_001,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,10_SPLIT_REPLICATION.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\10_SPLIT_REPLICATION.csv,.csv,,8,PARTITION|TEST|N|EXCESS_DISTANCE|P|HOLM_P|PASS_005|PASS_001,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv,.csv,,5,CLASSIFIER|PARTITION|N|ROC_AUC|ACCURACY,,,CLASSIFIER,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,12_SURFACE_INVARIANCE_TESTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\12_SURFACE_INVARIANCE_TESTS.csv,.csv,,7,PARTITION|CONTROL|N|STRUCTURAL_MINUS_SURFACE|P|HOLM_P|PASS_001,,,CONTROL,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\16_FINAL_SUMMARY.json,.json,,15,experiment|completed_utc|model|classification|primary_strong_gate|hard_control_auc|pure9_delete|pure8_reverse|specificity_all_three|surface_invariance_all_three|replicated_pure_edges|switch_linked_delete_indexes|switch_linked_reverse_indexes|model_native_proxy|interpretation_boundary,,,classification|hard_control_auc,replicated_pure_edges,,8,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21_DEVELOPMENT_DISTANCE_SCALES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\21_DEVELOPMENT_DISTANCE_SCALES.csv,.csv,,3,FEATURE|BASELINE_MEAN|BASELINE_SD,,,,FEATURE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21A_DEVELOPMENT_PRECISION_MATRIX.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\21A_DEVELOPMENT_PRECISION_MATRIX.csv,.csv,,18,Unnamed: 0|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH,,,,SEQ_ACTIVE_EDGE_COHERENCE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,21B_DISTANCE_MODEL.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\21B_DISTANCE_MODEL.json,.json,,3,shrinkage|baseline_conditions|partition,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,22_DISTANCE_FROM_AUTHENTIC.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\22_DISTANCE_FROM_AUTHENTIC.csv,.csv,,4,SEED|CONDITION|MAHALANOBIS|STD_EUCLIDEAN,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,24_EDGE_CAUSAL_MAP.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\24_EDGE_CAUSAL_MAP.csv,.csv,,10,PARTITION|FAMILY|EDGE|CONDITION|N|EXCESS_DISTANCE|P|SWITCH_LINKED|HOLM_P|PASS,,,,EDGE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,24A_EDGE_REPLICATION.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\24A_EDGE_REPLICATION.csv,.csv,,8,FAMILY|EDGE|SWITCH_LINKED|REPLICATED_CONFIRMATION_AND_HOLDOUT|CONF_EXCESS|CONF_HOLM_P|HOLD_EXCESS|HOLD_HOLM_P,,,,EDGE,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,25_OPERATOR_FIDELITY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\25_OPERATOR_FIDELITY.csv,.csv,,6,PARTITION|CONDITION|METRIC|N|MEAN|SD,,,,METRIC,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,25A_OPERATOR_MANIPULATION_CHECKS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\25A_OPERATOR_MANIPULATION_CHECKS.csv,.csv,,10,PARTITION|METRIC|CONDITION|N|MEAN|CHANCE|ABOVE_CHANCE|P|HOLM_P|PASS_005,,,,METRIC,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,27_MODEL_NATIVE_PROXY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\27_MODEL_NATIVE_PROXY.csv,.csv,,5,SEED|FRAME|REP|CANDIDATE|DISTANCE,,CANDIDATE,,,,3,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,.csv,,8,SCOPE|PARTITION|CONTROL|N|AUTH_ADVANTAGE|P|HOLM_P|PASS,,,CONTROL,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,WF1_A_INTERRUPTED_STATE_SHA256_20260913_134110.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_INTERRUPTED_STATE_SHA256_20260913_134110.csv,.csv,,4,RelativePath|SizeBytes|LastWriteUTC|SHA256,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,WF1_A_R1_PRE_PASS3_MISSING_CELLS_20260913_212144.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_R1_PRE_PASS3_MISSING_CELLS_20260913_212144.csv,.csv,,1,CELL_KEY,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,WF1_A_V12_R_PREREGISTRATION_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\FREEZE\WF1_A_V12_R_PREREGISTRATION_SHA256.csv,.csv,,3,RelativePath|SHA256|Bytes,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00_WF1_A_INPUT_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\00_WF1_A_INPUT_SHA256.csv,.csv,,3,RelativePath|Bytes|SHA256,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,15_MISSING_CELLS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_FREEZE\15_MISSING_CELLS.csv,.csv,,1,CELL_KEY,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00A_VALID_TEXT_COMPLETENESS.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\00A_VALID_TEXT_COMPLETENESS.json,.json,,7,expected_main_cells|successful_main_cells|missing_main_cells|expected_native_cells|successful_native_cells|missing_native_cells|scientific_completeness,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00B_SMOKE_TEST.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\00B_SMOKE_TEST.json,.json,,11,ok|attempt|attempt_failures|latency|text|parsed|response_id|response_status|input_tokens|output_tokens|raw,,latency,,,,3,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00C_NATIVE_SMOKE_TEST.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\00C_NATIVE_SMOKE_TEST.json,.json,,11,ok|attempt|attempt_failures|latency|text|parsed|labels|input_tokens|output_tokens|raw|prompt,,latency,labels,,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\00D_PREFLIGHT_SUMMARY.json,.json,,6,utc|main_prompts|native_prompt_variants|conditions|expected_main_cells|expected_native_cells,,,,,,0,
