archive,source_family,artifact_classes,member
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,MATCHED_SOURCE_SUBSET,02_MATCHED_NULLS/HARDENED_NULL_RESULTS.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,MATCHED_SOURCE_SUBSET,03_CLUSTER_CURVES_NO_FORCED_K/HOLDOUT_CLUSTER_CURVE_NO_FORCED_K.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,,03_CLUSTER_CURVES_NO_FORCED_K/VALIDATION_CLUSTER_CURVE_NO_FORCED_K.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,FEATURE_CONTRACT|FROZEN_SCORER_OR_RUNNER|FREEZE_OR_MANIFEST,05_POSTFREEZE_NUISANCE_AUDIT/COMPLETE_CONTINUOUS_FEATURE_NUISANCE_PREDICTABILITY.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,FREEZE_OR_MANIFEST|PROVIDER_OR_MODEL_PRIOR,05_POSTFREEZE_NUISANCE_AUDIT/WITHIN_PROVIDER_GENERIC_DEPENDENCE.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,,07_NO_SILENT_OMISSION/NO_SILENT_OMISSION_LEDGER.csv
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,,08_FROZEN_MODELS/FROZEN_PIPELINE.joblib
C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,F1,,F1_DEV_R3_COMPLETE.marker
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/00_F1_FINAL_SOURCE_ARCHIVE_HASHES.csv
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/02_F1_FINAL_STATUS_LEDGER.csv
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST|PREVIOUS_ADJUDICATION,F1_FINAL_FREEZE/03_F1_FINAL_ADJUDICATION.md
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/04_F1_CLAIM_LADDER.csv
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/07_CHAIN_OF_CUSTODY.json
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/08_F1_FINAL_CONTENT_MANIFEST.csv
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/README_F1_FINAL.txt
C:\RSOS\Training data\training data\F1_DEV_R2_HARDENED_RUNNER.zip,F1,,RUN_F1_DEV_LMARENA_BLIND_R2_HARDENED.ps1
C:\RSOS\Training data\training data\F1_DEV_R2_HARDENED_RUNNER.zip,F1,,RUN_F1_DEV_LMARENA_BLIND_R2_HARDENED.py
C:\RSOS\Training data\training data\F1_DEV_R3_HARDENED_RUNNER.zip,F1,,RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.ps1
C:\RSOS\Training data\training data\F1_DEV_R3_HARDENED_RUNNER.zip,F1,,RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.py
C:\RSOS\F1_FINAL_COMPLETE_LOCAL.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/05_F2_FROZEN_PREOPEN_SPEC.md
C:\RSOS\F1_FINAL_COMPLETE_LOCAL.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/06_F2_AUTHORIZATION.txt
C:\RSOS\H1_INPUTS\F1_FINAL_COMPLETE_LOCAL.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/05_F2_FROZEN_PREOPEN_SPEC.md
C:\RSOS\H1_INPUTS\F1_FINAL_COMPLETE_LOCAL.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/06_F2_AUTHORIZATION.txt
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/05_F2_FROZEN_PREOPEN_SPEC.md
C:\RSOS\Training data\F1_FINAL_METADATA_ONLY.zip,F1|F2,FREEZE_OR_MANIFEST,F1_FINAL_FREEZE/06_F2_AUTHORIZATION.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FREEZE_OR_MANIFEST,F1_BR1_RESULTS_PACKAGE/00_MANIFEST/COMPLETE_CURRENT_OUTPUT_SHA256.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FREEZE_OR_MANIFEST,F1_BR1_RESULTS_PACKAGE/00_MANIFEST/INPUT_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FREEZE_OR_MANIFEST,F1_BR1_RESULTS_PACKAGE/00_MANIFEST/PACKAGE_STATUS.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/02_LABELS/build_message_mentions.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/02_LABELS/MESSAGE_LINEAGE_MENTIONS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/EARLY_NEG_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/EARLY_NEG_MATCH_REGISTRY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/EARLY_POS_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/EARLY_POS_USABLE.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,MATCHED_SOURCE_SUBSET,F1_BR1_RESULTS_PACKAGE/04_SPLITS/HOLDOUT_MATCHED_PAIRS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_HOLD_NEG_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_HOLD_POS_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_NEG_POOL_REGISTRY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_POS_REGISTRY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_VAL_NEG_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/04_SPLITS/LATER_VAL_POS_IDS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,MATCHED_SOURCE_SUBSET,F1_BR1_RESULTS_PACKAGE/04_SPLITS/VALIDATION_MATCHED_PAIRS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/build_f1_features.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/EARLY_NEG_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/EARLY_NEG_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/EARLY_POS_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/EARLY_POS_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/extract_dropout_fast.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/extract_segment_features.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/extract_set_fast.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_HOLD_NEG_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_HOLD_NEG_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_HOLD_POS_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_HOLD_POS_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_VAL_NEG_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_VAL_NEG_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_VAL_POS_DROPOUT_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/LATER_VAL_POS_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/WINDOW12_CONVERSATION_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/05_FEATURES/WINDOW8_CONVERSATION_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FEATURE_CONTRACT,F1_BR1_RESULTS_PACKAGE/06_MODELS/FROZEN_FEATURE_SETS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/06_MODELS/JOINT_MULTILAYER.joblib
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/06_MODELS/OPERATOR_RELATIONAL.joblib
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/06_MODELS/R1_COMPATIBLE.joblib
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/06_MODELS/SURFACE_FREE.joblib
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/DOMAIN_TOPIC_ASSIGNMENTS_K12.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/DOMAIN_TOPIC_ASSIGNMENTS_K5.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/DOMAIN_TOPIC_ASSIGNMENTS_K8.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,CONTROL_SUBSET|SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/DOMAIN_TOPIC_CONTROL.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,CONTROL_SUBSET|SURFACE_INVARIANCE_PRIOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/domain_topic_control.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/dropout_robustness.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET,F1_BR1_RESULTS_PACKAGE/07_RESULTS/FROZEN_THRESHOLD_HOLDOUT.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET,F1_BR1_RESULTS_PACKAGE/07_RESULTS/HOLDOUT_SCORES_INTERNAL.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,FROZEN_DETECTOR,F1_BR1_RESULTS_PACKAGE/07_RESULTS/JOINT_STANDARDIZED_COEFFICIENTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,CONTROL_SUBSET,F1_BR1_RESULTS_PACKAGE/07_RESULTS/LMARENA_RELATIONAL_GRAPH_CONTROL.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/MESSAGE_DROPOUT_ROBUSTNESS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/PRIMARY_CLASSIFICATION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/run_f1_br1_analysis.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/run_primary_fast.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,,F1_BR1_RESULTS_PACKAGE/07_RESULTS/run_secondary_fast.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,F1|F2,MATCHED_SOURCE_SUBSET,F1_BR1_RESULTS_PACKAGE/07_RESULTS/STRATIFIED_HOLDOUT.csv
